Income,LoanAmount,CreditScore,InterestRate,Education,EmploymentType,HasMortgage,HasDependents,LoanPurpose,Default
126124,234784,586,9.33,Bachelor's,Part-time,Yes,Yes,Auto,0
21379,81987,552,21.9,Bachelor's,Self-employed,Yes,Yes,Education,0
47218,29239,751,12.4,Master's,Part-time,Yes,Yes,Home,0
22791,30434,633,18.68,Bachelor's,Unemployed,No,No,Education,0
102143,84921,846,22.16,Master's,Full-time,No,No,Home,1
55230,192406,535,23.12,High School,Part-time,Yes,Yes,Other,0
98031,131548,686,6.43,PhD,Self-employed,No,Yes,Business,1
102033,106332,566,19.4,PhD,Part-time,No,Yes,Other,0
38397,151764,336,6.12,High School,Unemployed,No,Yes,Education,0
79810,51561,729,16.2,PhD,Full-time,Yes,No,Home,0
97114,129444,575,24.04,Master's,Unemployed,Yes,No,Auto,0
107350,179486,352,22.34,High School,Full-time,No,No,Education,0
79891,38698,427,20.63,Bachelor's,Self-employed,Yes,Yes,Home,1
69527,210684,382,17.6,High School,Part-time,Yes,No,Other,0
82015,220559,786,19.18,Bachelor's,Unemployed,Yes,No,Other,1
96848,47258,340,19.34,Bachelor's,Full-time,No,No,Home,0
139457,195212,464,6.53,Bachelor's,Unemployed,No,No,Auto,1
78602,56201,819,13.64,PhD,Full-time,No,No,Auto,0
103040,86757,678,16.45,High School,Unemployed,Yes,Yes,Business,0
149317,32347,423,19.13,PhD,Unemployed,No,Yes,Other,0
116250,151491,650,8.7,PhD,Unemployed,Yes,No,Business,0
126981,76784,679,7.01,PhD,Full-time,No,No,Education,0
16036,106219,473,12.07,Bachelor's,Self-employed,No,Yes,Other,0
54112,189252,459,17.09,Bachelor's,Self-employed,Yes,No,Business,0
47952,170507,497,18.74,High School,Self-employed,No,No,Education,0
26309,95032,638,17.66,PhD,Part-time,Yes,No,Home,0
137533,163751,585,15.07,High School,Full-time,No,Yes,Home,0
85978,175753,301,2.55,Master's,Unemployed,Yes,Yes,Home,0
141853,99645,844,16.87,High School,Self-employed,No,Yes,Other,0
110272,161895,652,17.58,Bachelor's,Full-time,No,Yes,Other,0
41589,76781,691,23.79,Master's,Self-employed,Yes,Yes,Home,0
133481,6675,390,19.85,Master's,Full-time,No,No,Other,0
149921,22604,822,17.6,PhD,Unemployed,No,Yes,Business,0
43218,203032,532,3.68,PhD,Self-employed,Yes,No,Business,0
132650,80839,770,11.26,Bachelor's,Self-employed,No,Yes,Education,0
113107,172966,650,17.82,Master's,Part-time,No,No,Other,1
101855,102072,814,24.54,Bachelor's,Part-time,No,No,Education,0
125616,103395,829,2.96,Bachelor's,Full-time,No,No,Home,0
112604,163637,431,11.49,PhD,Unemployed,No,Yes,Other,0
82255,39914,487,10.65,Master's,Unemployed,Yes,Yes,Home,0
29436,17232,789,16.92,High School,Self-employed,Yes,No,Auto,0
85320,62318,641,22.53,Bachelor's,Self-employed,Yes,Yes,Business,0
100828,96142,631,9.73,Bachelor's,Full-time,No,No,Auto,0
70894,71449,352,16.66,PhD,Full-time,No,No,Business,0
66114,79636,534,4.5,PhD,Unemployed,No,Yes,Other,0
68151,222090,709,14.22,PhD,Part-time,No,No,Education,0
107042,89493,609,16.81,Master's,Unemployed,Yes,Yes,Other,0
91681,118894,322,23,Master's,Unemployed,Yes,Yes,Education,0
110979,81976,841,14.49,Master's,Full-time,No,Yes,Education,0
46225,172358,754,3.75,High School,Unemployed,Yes,No,Business,0
19441,46827,636,7.63,High School,Self-employed,Yes,No,Business,0
96701,176070,448,5.34,Bachelor's,Unemployed,Yes,Yes,Home,0
47208,124920,637,14.59,High School,Self-employed,Yes,Yes,Auto,0
55341,71201,608,6.51,Master's,Full-time,Yes,No,Business,0
100990,235186,775,7.06,PhD,Full-time,Yes,No,Business,0
38866,125930,763,9.47,Master's,Full-time,No,No,Other,1
139969,190597,814,8.6,Bachelor's,Part-time,No,No,Home,0
46213,139439,440,9.32,High School,Part-time,No,No,Other,0
52671,242082,460,20.73,High School,Part-time,Yes,No,Education,0
57523,239476,461,18.25,Master's,Part-time,Yes,No,Education,0
50562,126641,849,20.9,Master's,Full-time,No,No,Education,0
76850,100378,803,8.98,Bachelor's,Full-time,No,No,Education,0
88899,26095,436,7.37,Bachelor's,Unemployed,No,No,Other,0
98686,66913,332,14.43,Master's,Unemployed,Yes,No,Home,0
146618,54394,577,21.38,PhD,Unemployed,Yes,No,Home,0
61734,50037,328,3.72,Master's,Part-time,Yes,Yes,Education,0
99268,173085,379,24.72,High School,Part-time,Yes,Yes,Education,0
114220,87267,433,20.43,Master's,Part-time,No,No,Auto,0
32280,187102,584,10.41,Bachelor's,Self-employed,Yes,No,Education,0
90654,221220,679,22.17,High School,Self-employed,Yes,No,Other,0
137523,142182,602,10.87,Bachelor's,Unemployed,No,Yes,Other,0
74328,237650,692,5.01,Master's,Full-time,Yes,No,Auto,0
79723,197548,778,3.42,High School,Full-time,Yes,No,Home,0
137736,38345,528,14.99,PhD,Part-time,No,Yes,Auto,0
72376,174463,451,15.36,Bachelor's,Self-employed,No,No,Other,1
78386,64614,530,20.07,Bachelor's,Part-time,No,Yes,Education,1
123489,146312,719,22.45,Master's,Full-time,Yes,Yes,Education,0
124984,165540,848,9.26,PhD,Self-employed,Yes,No,Education,0
19748,211368,614,17.5,Bachelor's,Part-time,No,No,Auto,0
143909,148467,631,6.55,Master's,Full-time,Yes,No,Other,0
46239,191436,837,3.63,Bachelor's,Unemployed,Yes,Yes,Auto,0
128756,164275,433,14.93,High School,Full-time,Yes,Yes,Education,0
148218,104315,464,20.47,Master's,Full-time,Yes,Yes,Other,0
23490,125217,571,10.82,PhD,Full-time,No,Yes,Other,0
40639,113679,776,2.84,Bachelor's,Unemployed,No,No,Auto,0
51350,143294,580,12.64,Master's,Part-time,No,Yes,Other,0
86869,86843,824,23.41,Master's,Unemployed,Yes,Yes,Home,1
87652,247625,554,19.99,Master's,Part-time,No,No,Auto,0
101194,28846,799,8.99,High School,Self-employed,Yes,Yes,Education,0
41643,18150,641,6.91,High School,Full-time,Yes,Yes,Business,0
25593,133781,607,23.21,High School,Part-time,No,No,Home,0
125857,162791,690,21.62,Master's,Part-time,Yes,No,Business,0
24107,95164,360,9.77,PhD,Full-time,Yes,No,Other,1
79505,79513,370,24.79,Bachelor's,Unemployed,No,Yes,Education,0
25389,19679,329,15.53,PhD,Full-time,No,No,Business,0
104204,158214,660,6.9,Bachelor's,Unemployed,Yes,No,Other,0
104394,149493,701,16.97,PhD,Full-time,No,No,Auto,0
135227,92785,639,4.22,High School,Self-employed,Yes,Yes,Other,0
67500,229945,305,24.45,High School,Full-time,Yes,No,Education,0
62303,186867,489,4.1,Master's,Self-employed,Yes,Yes,Auto,0
36760,86882,308,6.46,High School,Self-employed,No,No,Education,0
147617,29520,466,6.13,PhD,Part-time,No,Yes,Education,0
116174,174076,376,9.29,Master's,Self-employed,No,No,Education,0
125020,81125,377,17.45,PhD,Full-time,No,Yes,Education,1
81210,124115,411,14.65,Bachelor's,Full-time,No,Yes,Education,0
97139,53280,563,7.59,PhD,Self-employed,Yes,No,Auto,0
83168,193446,515,11.87,PhD,Unemployed,No,Yes,Auto,0
106276,216624,695,22.43,High School,Self-employed,No,No,Business,1
126196,167151,524,6.42,Master's,Full-time,Yes,Yes,Auto,0
131112,189938,660,14.85,High School,Self-employed,No,No,Other,1
83156,210100,353,10.31,Bachelor's,Self-employed,No,Yes,Auto,0
74203,44591,373,23.4,Master's,Full-time,No,No,Auto,0
95313,177882,673,9.57,Master's,Full-time,Yes,No,Auto,0
100071,246116,836,9.87,Master's,Self-employed,Yes,Yes,Business,0
71468,199798,634,18.22,PhD,Part-time,Yes,Yes,Home,0
96396,96403,367,18.95,Bachelor's,Unemployed,No,No,Other,0
146619,100566,318,16.45,Bachelor's,Part-time,Yes,No,Other,0
63625,233138,681,21.48,High School,Unemployed,Yes,No,Education,1
102619,183347,466,16.45,Bachelor's,Unemployed,No,Yes,Home,0
26808,140755,375,24.92,Bachelor's,Unemployed,No,No,Other,0
24494,224539,536,15.28,Bachelor's,Full-time,No,Yes,Auto,1
47398,213432,359,24,PhD,Self-employed,No,No,Business,0
47890,92207,654,14.26,Master's,Part-time,No,Yes,Other,0
36716,162470,800,13.45,High School,Unemployed,No,Yes,Auto,0
46816,5692,368,13.65,Bachelor's,Full-time,Yes,No,Education,1
18706,166876,509,21.1,Master's,Part-time,Yes,No,Education,0
34677,209207,501,12.04,High School,Unemployed,Yes,No,Business,1
66093,109545,643,16.86,Bachelor's,Part-time,No,No,Auto,0
140025,149893,649,14.77,Master's,Self-employed,No,No,Education,0
41553,8412,378,3.73,High School,Part-time,No,Yes,Education,0
125163,90689,817,24.39,High School,Part-time,No,No,Auto,0
19601,34969,431,24.74,High School,Unemployed,Yes,No,Business,0
111497,199378,573,3.02,Master's,Unemployed,Yes,No,Home,0
22065,241883,680,14.08,Master's,Full-time,Yes,Yes,Business,1
76711,111811,614,3.15,High School,Unemployed,No,No,Business,0
20590,93678,526,18.71,PhD,Full-time,Yes,No,Education,0
96818,26038,491,21.58,Bachelor's,Unemployed,No,Yes,Home,0
55239,149739,778,21.38,High School,Part-time,No,Yes,Auto,0
69713,201995,719,4.9,Master's,Unemployed,Yes,No,Education,0
110523,184835,369,12.74,Master's,Full-time,Yes,Yes,Other,0
137675,195428,529,19.25,Master's,Unemployed,Yes,No,Auto,0
29216,93746,575,13.86,Bachelor's,Full-time,No,No,Auto,0
30296,98507,824,21.99,High School,Full-time,No,Yes,Other,0
66552,239944,301,21.93,High School,Full-time,Yes,No,Home,1
28948,150642,383,18,PhD,Self-employed,Yes,Yes,Business,0
73988,222801,772,13.72,PhD,Self-employed,Yes,No,Other,0
144392,217399,315,5.79,PhD,Self-employed,No,No,Home,0
133900,173512,472,11.73,PhD,Unemployed,No,Yes,Other,0
101568,23716,702,2.42,PhD,Part-time,Yes,Yes,Auto,0
104083,160331,780,4.79,High School,Part-time,Yes,Yes,Education,0
109302,86931,394,4.62,High School,Part-time,No,No,Business,0
143345,228642,343,8.32,PhD,Self-employed,Yes,Yes,Other,0
30422,21015,502,5.67,Bachelor's,Full-time,No,Yes,Home,0
116304,160629,500,8.4,Master's,Part-time,No,Yes,Auto,0
102238,31832,778,15.62,High School,Full-time,No,Yes,Home,0
25973,114380,520,13.9,Master's,Full-time,No,No,Home,0
149203,117369,617,22.84,Master's,Part-time,No,No,Business,0
96997,80286,771,14.29,High School,Self-employed,Yes,Yes,Education,0
73256,171750,305,10.62,PhD,Unemployed,Yes,No,Education,0
141920,176671,661,11.48,High School,Unemployed,Yes,Yes,Education,0
22845,42591,571,22.61,Bachelor's,Full-time,Yes,No,Home,0
111746,183562,527,21.18,Master's,Self-employed,No,Yes,Education,1
21996,190035,318,11.3,PhD,Unemployed,No,No,Other,0
114288,7646,463,12.16,Master's,Self-employed,Yes,No,Auto,0
44465,169927,479,16.51,Master's,Self-employed,Yes,No,Home,0
49004,187524,644,21.83,PhD,Full-time,Yes,No,Education,0
54635,170033,744,11,Master's,Part-time,Yes,Yes,Auto,0
138291,182012,675,20.77,PhD,Full-time,No,Yes,Business,0
32035,153028,501,14.42,Bachelor's,Part-time,Yes,Yes,Other,0
51523,111271,375,10.27,Master's,Unemployed,Yes,No,Education,0
143870,234411,475,23.06,Bachelor's,Full-time,Yes,Yes,Education,0
48490,226110,765,5.13,Bachelor's,Unemployed,Yes,Yes,Auto,0
61233,91227,364,9.94,Master's,Part-time,No,No,Home,0
17695,212294,463,11.24,Bachelor's,Self-employed,No,No,Business,0
59235,135084,734,16.47,Master's,Unemployed,Yes,No,Education,0
95219,190783,725,14.18,Bachelor's,Part-time,Yes,No,Home,0
92182,190197,692,5.04,High School,Full-time,Yes,No,Auto,0
46156,44989,340,16.57,Bachelor's,Unemployed,Yes,Yes,Business,0
25354,146577,350,10.12,Bachelor's,Part-time,No,Yes,Other,0
109661,141444,455,2.54,Master's,Unemployed,Yes,Yes,Auto,0
146023,47859,417,16.58,Bachelor's,Self-employed,No,Yes,Other,0
79255,151446,370,5.71,High School,Full-time,No,Yes,Auto,0
39465,58979,739,11.35,Bachelor's,Unemployed,Yes,No,Business,0
110518,48708,632,11.27,PhD,Self-employed,No,No,Other,0
85955,32390,665,20.95,Master's,Self-employed,No,No,Auto,1
94587,147306,628,21.55,Bachelor's,Full-time,Yes,Yes,Other,1
100307,24261,692,5.48,Bachelor's,Unemployed,No,Yes,Other,0
113791,129234,417,16.05,High School,Unemployed,Yes,Yes,Home,0
59484,87141,550,6.07,Bachelor's,Part-time,No,Yes,Other,0
15701,247341,642,18.4,High School,Self-employed,No,Yes,Business,1
77389,14683,402,7.64,Bachelor's,Unemployed,No,No,Home,0
84632,55987,426,22.45,High School,Unemployed,No,Yes,Business,0
94501,138724,668,4.91,High School,Full-time,No,Yes,Education,0
144264,96736,781,6.32,High School,Unemployed,Yes,Yes,Other,0
138715,222754,581,15.85,High School,Part-time,No,No,Business,0
130245,164480,803,8.52,PhD,Full-time,No,No,Auto,0
121503,87278,535,20.4,Master's,Self-employed,No,No,Auto,1
56824,120065,376,17.47,High School,Unemployed,No,No,Other,0
36758,130120,615,24.46,Bachelor's,Self-employed,No,Yes,Other,1
81463,74130,628,7.32,High School,Self-employed,No,Yes,Home,0
52339,168293,568,12.79,Bachelor's,Full-time,No,Yes,Education,0
61161,85182,698,13.16,PhD,Full-time,Yes,No,Business,1
123621,221805,627,16.66,Bachelor's,Self-employed,No,No,Other,1
111003,199507,484,5.84,Master's,Self-employed,No,No,Home,0
132558,24254,793,14.63,Master's,Part-time,Yes,Yes,Business,0
75609,23286,724,15.98,High School,Full-time,Yes,Yes,Business,0
73389,153815,563,20.41,Bachelor's,Unemployed,No,No,Business,1
50854,61877,663,14.86,Bachelor's,Self-employed,Yes,No,Education,0
15547,155119,453,16.24,Master's,Full-time,No,No,Auto,0
102201,64778,531,19.96,High School,Full-time,Yes,Yes,Other,1
123153,104837,668,21.03,PhD,Self-employed,Yes,No,Home,0
132597,136594,621,6.2,Master's,Part-time,Yes,Yes,Other,0
19374,8320,764,23.72,High School,Part-time,Yes,No,Home,0
118599,238744,661,18.83,PhD,Self-employed,Yes,Yes,Home,0
38592,22750,601,24.27,Master's,Unemployed,Yes,Yes,Business,0
45094,213171,419,17.94,High School,Unemployed,No,Yes,Other,0
84727,141798,364,11.31,Master's,Full-time,No,No,Business,0
50235,149029,491,6.62,PhD,Full-time,Yes,No,Other,0
77140,209353,775,22.26,PhD,Self-employed,Yes,No,Other,0
43539,51755,701,6.89,Master's,Part-time,Yes,No,Auto,1
95790,249492,454,24.85,Master's,Part-time,Yes,Yes,Education,0
58970,42701,412,23.85,PhD,Part-time,Yes,Yes,Business,0
25076,19387,436,24.81,Bachelor's,Self-employed,Yes,Yes,Home,0
43603,249665,350,16.86,PhD,Self-employed,Yes,Yes,Auto,1
121266,113071,444,10.79,Master's,Part-time,Yes,No,Education,0
149567,55762,625,3.73,Bachelor's,Part-time,Yes,No,Education,0
32175,184449,386,19.09,Bachelor's,Full-time,No,Yes,Business,0
73603,236926,372,2.04,Bachelor's,Unemployed,Yes,No,Home,0
37937,128107,701,22.86,Bachelor's,Unemployed,Yes,Yes,Home,0
38143,40458,629,13.08,PhD,Full-time,No,No,Auto,1
119817,204097,636,18.67,PhD,Full-time,No,Yes,Education,0
50133,187407,704,9.02,Master's,Unemployed,No,No,Other,0
146037,16504,570,22.76,High School,Self-employed,No,No,Business,1
27742,186859,450,4.65,Bachelor's,Part-time,Yes,No,Other,1
85438,175290,543,23.81,High School,Part-time,Yes,No,Education,0
50806,236158,669,11.41,Bachelor's,Part-time,No,No,Education,0
36829,236786,648,2.75,Bachelor's,Unemployed,No,Yes,Home,0
102574,184626,621,18.14,High School,Self-employed,Yes,Yes,Home,0
72030,110322,743,14.01,PhD,Unemployed,Yes,No,Business,0
63408,200413,398,6.91,High School,Unemployed,No,No,Home,1
133633,211301,487,9.58,High School,Part-time,Yes,Yes,Other,0
82889,65102,357,21.61,High School,Self-employed,Yes,Yes,Auto,0
79629,89036,349,3.61,PhD,Unemployed,No,No,Other,0
109587,84457,709,13.22,Master's,Unemployed,No,Yes,Home,0
95809,149792,704,21.97,High School,Unemployed,No,Yes,Education,0
140325,98260,719,15.18,High School,Full-time,Yes,No,Other,0
99928,98389,353,16.63,High School,Full-time,Yes,Yes,Education,0
110648,67825,512,20.83,Master's,Self-employed,No,Yes,Auto,0
101122,207694,643,11.59,High School,Part-time,No,No,Auto,0
112882,73697,550,21.67,High School,Self-employed,No,Yes,Other,0
29096,178917,501,24.3,PhD,Full-time,No,Yes,Business,0
118253,83510,629,14.91,Master's,Unemployed,Yes,No,Auto,1
105858,235420,758,2.13,Master's,Self-employed,No,Yes,Education,1
117940,79223,349,24.78,Master's,Unemployed,Yes,No,Auto,1
48628,144797,432,12.5,Bachelor's,Unemployed,No,No,Other,0
140382,144515,375,14.18,Master's,Unemployed,No,No,Home,0
107659,237109,437,8.75,PhD,Full-time,No,Yes,Auto,0
96544,96125,795,15.8,PhD,Full-time,No,Yes,Auto,0
146490,42264,623,22.43,PhD,Self-employed,No,Yes,Other,0
23988,106820,745,6.4,Bachelor's,Self-employed,Yes,Yes,Auto,0
110441,99364,456,23.99,High School,Part-time,Yes,Yes,Business,1
125936,136995,410,19.16,Master's,Unemployed,No,Yes,Other,0
86202,154200,750,2.04,Master's,Self-employed,Yes,No,Business,0
98379,30824,310,22.85,Master's,Part-time,Yes,No,Education,0
139864,181092,388,22.76,PhD,Part-time,Yes,No,Home,0
27443,123947,821,22.67,Master's,Part-time,Yes,Yes,Home,0
110946,221293,352,16.72,Master's,Unemployed,No,No,Business,0
52595,43139,304,22.27,High School,Unemployed,Yes,No,Business,1
83214,35663,693,21.05,High School,Self-employed,Yes,No,Auto,0
113191,44604,618,3.73,Master's,Part-time,Yes,No,Home,0
45923,37256,735,12.18,PhD,Full-time,Yes,Yes,Home,0
39004,183757,751,24.84,High School,Part-time,Yes,Yes,Business,0
36845,247263,301,22.08,High School,Full-time,Yes,No,Home,0
62836,219585,813,12.39,Bachelor's,Full-time,No,Yes,Education,0
20021,179301,667,17.15,Bachelor's,Self-employed,No,Yes,Other,0
73114,23034,463,12.65,High School,Part-time,No,Yes,Business,0
47853,96981,569,6.89,High School,Full-time,Yes,Yes,Education,0
84988,88791,604,10.49,Bachelor's,Full-time,No,No,Education,0
54793,21517,551,23.18,Master's,Unemployed,Yes,No,Education,0
80222,205853,320,6.85,High School,Full-time,Yes,No,Home,0
81827,150588,713,19.2,PhD,Part-time,Yes,Yes,Business,0
95762,7035,421,10.57,PhD,Full-time,Yes,No,Education,0
107300,53067,848,4.37,Master's,Unemployed,No,Yes,Education,0
81713,24423,832,17.88,PhD,Unemployed,Yes,No,Business,0
93186,216773,769,8.87,PhD,Self-employed,No,Yes,Auto,0
147830,22172,674,19.95,PhD,Self-employed,No,No,Other,0
90305,44431,445,14.65,Bachelor's,Full-time,Yes,No,Other,0
91302,105293,504,15.7,PhD,Full-time,No,Yes,Business,1
17012,227002,684,21.39,High School,Part-time,Yes,Yes,Auto,0
31133,35795,590,5.14,Bachelor's,Unemployed,Yes,Yes,Other,0
142195,200927,706,12.79,Bachelor's,Self-employed,No,Yes,Education,0
98977,156580,504,9.18,High School,Full-time,No,No,Other,0
109419,82362,306,19.67,PhD,Part-time,Yes,No,Home,1
68714,117618,838,6.82,PhD,Part-time,Yes,No,Auto,0
20335,217580,657,17.98,PhD,Self-employed,No,No,Auto,1
110820,205226,448,13.79,High School,Unemployed,No,No,Business,0
80592,117076,453,22.39,Master's,Self-employed,No,No,Education,0
72978,89481,314,14.78,High School,Part-time,Yes,Yes,Auto,0
71029,100467,589,19.43,High School,Full-time,No,Yes,Other,0
91184,67940,647,7.95,PhD,Self-employed,No,Yes,Auto,0
99886,202764,504,19.68,PhD,Full-time,Yes,No,Auto,0
26417,215239,646,23.08,PhD,Unemployed,No,No,Home,0
24960,134444,463,18.04,Bachelor's,Part-time,Yes,No,Other,0
65254,155880,431,9.05,Master's,Self-employed,Yes,No,Other,0
119735,188460,381,22.66,High School,Self-employed,No,No,Business,0
68989,244617,779,18.29,PhD,Unemployed,No,Yes,Home,0
72914,125418,471,11.95,High School,Full-time,Yes,Yes,Home,0
50976,29879,368,14.13,Master's,Full-time,No,Yes,Business,0
40018,38498,315,2.77,Master's,Self-employed,Yes,Yes,Other,0
111851,74281,835,3.98,High School,Self-employed,No,Yes,Auto,0
25769,52020,557,18.34,High School,Unemployed,Yes,No,Home,1
140792,202750,510,8.51,Master's,Self-employed,Yes,No,Business,0
101579,102644,535,22.79,Bachelor's,Part-time,No,No,Education,1
36508,211551,318,15.75,High School,Part-time,Yes,Yes,Education,1
126873,11019,839,13.64,PhD,Part-time,No,Yes,Auto,0
28868,109768,709,21.97,PhD,Self-employed,No,No,Other,1
47087,41917,301,15.7,PhD,Self-employed,No,Yes,Home,0
59884,89855,617,18.8,PhD,Self-employed,No,No,Home,0
149191,140230,801,2.82,Master's,Part-time,No,Yes,Home,0
52580,182774,465,8.46,Bachelor's,Self-employed,Yes,No,Auto,0
60414,165205,706,22.81,Master's,Part-time,Yes,Yes,Home,0
63355,157079,368,18.92,Master's,Self-employed,No,Yes,Business,0
46344,224855,424,23.45,Bachelor's,Full-time,No,Yes,Education,1
23154,248144,820,16.94,High School,Part-time,No,Yes,Other,1
38395,78513,566,20.82,PhD,Full-time,Yes,No,Other,0
69965,64004,843,3.8,High School,Full-time,Yes,No,Home,0
65195,15160,378,16.38,PhD,Self-employed,Yes,Yes,Auto,0
70038,27089,417,18.28,High School,Unemployed,Yes,No,Business,0
42389,191535,532,7.31,Master's,Self-employed,Yes,Yes,Other,0
83107,184946,447,14.36,PhD,Self-employed,No,Yes,Auto,0
69509,30212,522,10.74,Master's,Unemployed,No,Yes,Education,0
146998,80857,553,6.49,High School,Part-time,No,No,Business,0
47552,143491,465,22.85,High School,Full-time,Yes,No,Other,0
53625,28100,505,7.13,Master's,Unemployed,Yes,No,Education,0
